,Sentiment,Tweet
517,negative, thanks delaying flight hour missing connecting flight terrible customer service  
518,neutral, No snow St Louis Cold snow Hub flights welcome
519,negative,  bother trying get anywhere customer service team either take  months counting reply
520,negative, I did one find bag need everything next two hours
521,negative, would kill give  seconds bad muzak instead constant commercials hold
522,negative, flight delayedagainevery time Maintenance issues
523,negative, Feeling frustrated I bought WIFI onboard cant load email
524,negative, flights Cancelled Flighted tomorrow means Im stranded airport night wow
525,negative, sad experience today  Family Southwest direct MCO My loyalty USAir  vacationing boys today
526,negative,  two hours now Ugh get vouchers inexcusable ESP pre flight check ok
527,negative, yes keep getting robotic answer
528,neutral,Thats case They sent email link Ill show you  
529,negative, would like watch video loyal customers really treated asking explanation  hour delay
530,neutral, Would fly real far south huh  
531,negative, flt  CLT DAY supposed depart  still crew contact pilot
532,positive, Love you bae 
533,positive, flight attendant regains karma giving big sweaty dad cold water Guy running  carrying daughter Last one onboard
534,neutral, thank you Please follow I send
535,negative, say update I work I get paid Jet blue money flight Argh
536,negative,   Cancelled Flightled flight back holidays gave refund ticket PHL EWR really
537,negative, I would like supervisor talk to Now waiting flight attendant one walked  left 
538,positive, Thanks replying I sent conf  I love aviation Southwest I wanted th fly SWA day
539,negative, I need someone management contact I flying funeral make add pain want  pay
540,positive, Always love opening upgrade email
541,negative, LIAR precipitation day  degrees pacify look like foolthats problem admit suck
542,negative, Im child Im someone issue flying prepares ahead time reduce distress caused planes You
543,negative, got luggage waiting  mins went home right after Not family ADA friendly waiting long w chairs
544,negative, thanks worst customer service face earth I loved  hrs hold along w  Cancelled Flightled flights
545,negative, sign TrueBlue I twice happens everyone around
546,negative, I called   rep pleasant less helpful Told I SOL Train consistent 
547,neutral, fails again  saves day
548,neutral, No I need corporate office number please dealing me Its  number
549,negative, Delayed days MCO gt IAD Fingers crossed I make connection home Albany 
550,positive, delivered Thank making sure arrived doorstep
551,positive, thanks getting us NYC JFK really safely  But srsly How long take get checked bags  
552,negative, thats absolutely horrible customer service The person supposed call cant immediately call back disconnected
553,positive, shhhh want something else steal deal
554,negative, found flight tomorrow Cancelled Flightled  got queue callback  hours agostill nothing Can I get rebooked
555,negative, I lost ID plane trouble finding contact lost found Cleveland Hopkins Airport Please Help
556,positive, thanks Travis PHL A East checkin knowing baggage policies Skis  boots count  Teach mgr know
557,neutral, Hi attach AA FF LXA reservation EKVM Thansk
558,negative, Nope  still one helped me Giving united 
559,neutral, Will us air points combined yours
560,negative, forgetting fuel up Realizing cargo add plane One way try mask delay
561,neutral, I sent email customerrelationscom Will work
562,negative, first lost bags Cancelled Flight flight home  min wait talk somebody  
563,positive, For record less minute turnaround time answer question JetBlue rocks
564,neutral, WHy KTN showing boarding Why TSA precheck applying boarding pass
565,negative, Cancelled Flightled two flights Miami Nashville yesterday could get flight  days 
566,negative, Third straight time flight delayed flying guys This last trip you
567,positive, Yes I bags came straight hotel Thank you guys rock
568,negative, app allow Canadian address I used mobile Canadian site let select passenger
569,positive, My boyfriend I LOVED  since   would awesome go Vegas event Any way help
570,neutral, glass wine hit altitude
571,negative, I eyes I looking Pandu better chance I bringing home
572,neutral, website boards Logan said time went security got gate 
573,positive, thanks much
574,neutral, Whats current checked bag price policy I fly coming week find anything definitive
575,negative, still waiting board see give us exit row
576,negative, using monthly minute hold assholes
577,neutral, Are announcing winners   show  UTAH weekend 
578,negative, phone support rebooked orig flt Late Flight Made it
579,negative, Not  Late Flight weve boarded waiting min WTF
580,negative, aa employees rude unwilling help  miles rotten cherry top dog shit Sunday 
581,negative, name Rett Cavan gofundme page going take last breath tonight This airline cares money
582,negative, running one flight  mins next flight sat plane hour
583,neutral, Ill impressed I actually get response
584,negative,  needs two nights hotel phoenix get back Philly plane equipment crazy
585,positive, got call apologizing personally long waits last week trying rebook flights Class act I appreciate that
586,negative, says  final carrier  Us air doesnt it I want bag Not claim im sorry I want clothes
587,neutral, But good luck getting there Not cool
588,positive,  I dreaming Did really open route Dallas Austin And mean Houston might next
589,negative, Lovely new plane LGA ORD power outlets
590,negative,  WHERE IS MY BAG  ITIS BEING LOST FOR MORE THAN  HOURS  
591,positive, landing anchorage way fairbanks 
592,negative, I guess BS AirportCardio given cannot time flight
593,negative, well one missed mark She snit minute I stepped counter
594,negative, delay flight UA painful I sure hope cause luggage miss UA flight New Delhi
595,negative, trying get customer service agent Just landed SFO Cant fly  layovers  kids
596,negative, DM take offline Would love info location lost bags Any help appreciated
597,negative, absolute worst customer service trying reach phone
598,negative, sent DM last week re suit regarding error No response given Please Answer DM tell send suit to
599,negative, App still saying I cant DM you
600,neutral,smh RT  Our fleets fleek 
601,negative,  patronizing response legitimate issue
602,negative,  minutes put TSA number  mins stop holding people hostage requiring dividends miles acct 
603,negative, common keep paper work ready delay flightsand meetings 
604,neutral, show luvIts  degrees snow Imdetermined go  
605,positive, Thanks Sent DM you Let know oyu need additional information
606,positive, getaway deals May  oneway Lots cool cities   
607,neutral, I charged fee so
608,neutral, sent
609,negative, Kid upset staff upset one accused stealing fruit mistreatment due airline policy Austic child
